FullName,Pace_Total,Shooting_Total,Passing_Total,Dribbling_Total,Defending_Total,Physicality_Total,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,Freekick_Accuracy,LongPassing,BallControl,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing_Tackle,Sliding_Tackle,Goalkeeper_Diving,Goalkeeper_Handling, GoalkeeperKicking,Goalkeeper_Positioning,Goalkeeper_Reflexes,ST_Rating,LW_Rating,LF_Rating,CF_Rating,RF_Rating,RW_Rating,CAM_Rating,LM_Rating,CM_Rating,RM_Rating,LWB_Rating,CDM_Rating,RWB_Rating,LB_Rating,CB_Rating,RB_Rating,GK_Rating
Stefan Savić,64,35,58,58,87,80,36,34,84,73,27,47,34,30,72,67,60,68,58,82,52,43,86,69,83,31,86,87,29,55,37,80,90,86,83,14,13,14,13,12,56,53,54,54,54,53,59,59,67,59,74,81,74,77,84,77,23
Emiliano Martínez,85,83,82,85,58,83,22,16,26,50,13,13,22,20,59,35,59,57,49,80,49,62,60,40,70,16,37,13,12,66,42,60,11,20,20,85,83,82,83,85,39,35,37,37,37,35,44,42,46,42,36,41,36,36,35,36,84
Raphaël Varane,81,49,64,66,85,80,42,46,85,78,42,61,46,52,77,75,77,84,62,82,39,52,80,67,87,53,78,84,55,59,43,82,85,86,83,11,11,9,5,14,68,64,66,66,66,64,70,69,74,69,78,83,78,81,85,81,21
Wissam Ben Yedder,81,84,78,88,39,68,74,87,74,83,85,87,82,76,66,88,82,81,91,85,91,84,77,72,68,74,62,44,89,80,85,85,34,33,26,6,13,9,7,7,84,84,84,84,84,84,84,84,79,84,65,63,65,61,55,61,19
Lorenzo Insigne,84,78,84,89,36,45,76,76,59,84,76,90,89,86,86,90,87,81,90,77,94,76,48,74,35,81,34,26,80,87,87,81,53,24,22,8,4,14,9,10,79,84,83,83,83,84,84,84,81,84,64,61,64,60,47,60,19
Mats Hummels,53,59,76,72,87,78,65,57,86,81,64,69,66,53,85,78,45,60,60,86,62,71,70,66,87,49,71,87,57,80,68,89,88,86,85,15,6,10,5,6,72,67,69,69,69,67,74,73,80,73,80,84,80,81,84,81,20
Stefan de Vrij,68,41,65,69,87,79,49,25,84,75,27,66,45,36,71,73,66,69,61,85,59,65,80,80,79,60,77,87,31,70,41,85,88,87,85,8,10,7,14,13,61,60,61,61,61,60,67,67,74,67,79,83,79,81,84,81,22
Joel Matip,61,46,69,71,87,78,54,36,84,80,50,74,63,23,74,74,53,67,55,86,42,66,78,67,82,48,84,86,48,72,42,80,88,88,82,11,15,10,7,10,65,64,65,65,65,64,70,69,75,69,78,83,78,79,84,79,21
Koen Casteels,84,82,79,86,45,84,15,15,14,35,13,14,20,13,37,23,44,46,50,80,43,59,58,44,72,18,33,16,15,42,20,40,11,19,17,84,82,79,84,86,35,29,31,31,31,29,35,34,36,34,32,35,32,32,32,32,85
Sergio Canales Madrazo,83,79,85,82,68,71,81,78,50,84,67,82,85,84,86,83,84,82,83,84,81,78,39,80,71,84,68,77,84,90,80,80,64,74,62,15,12,16,13,12,80,83,82,82,82,83,84,84,84,84,80,80,80,77,71,77,23
Iker Muniain Goñi,81,77,82,87,51,61,81,79,43,85,75,87,84,79,74,87,84,78,91,81,94,73,72,77,49,78,66,45,82,84,64,84,58,55,38,10,5,5,13,12,78,83,82,82,82,83,84,84,81,84,71,69,71,67,58,67,20
Kieran Trippier,70,64,82,77,80,72,86,54,79,82,58,74,86,84,80,82,74,66,66,83,79,79,78,86,64,70,73,81,76,80,66,78,79,81,81,11,14,8,11,10,74,75,75,75,75,75,78,80,82,80,83,82,83,83,80,83,21
Leonardo Bonucci,54,59,69,71,85,78,44,50,83,81,58,69,56,60,81,79,53,55,55,81,53,74,90,63,82,65,82,86,38,71,74,86,87,84,80,2,2,3,2,4,68,63,66,66,66,63,71,68,77,68,76,84,76,77,84,77,14
Ángel Di María,79,79,84,87,48,67,85,76,51,82,78,88,92,88,80,87,80,78,91,83,75,83,70,74,61,84,73,42,82,87,73,86,41,55,52,10,7,11,12,11,81,84,83,83,83,84,84,84,83,84,72,70,72,68,60,68,21
Eden Hazard,83,80,82,87,35,63,77,78,61,85,82,89,83,79,81,87,84,82,85,77,89,82,55,74,61,77,54,41,83,84,87,88,34,27,22,11,12,6,8,8,82,83,83,83,83,83,84,84,81,84,65,63,65,60,51,60,20
Ivan Perišić,78,81,79,82,74,78,85,80,80,79,81,83,78,75,79,82,79,78,76,85,75,84,87,84,80,78,65,72,85,76,76,88,80,70,68,6,7,10,9,6,84,81,81,81,81,81,83,84,83,84,81,80,81,80,78,80,19
Edin Džeko,63,84,71,77,45,75,63,87,85,76,79,77,65,54,76,84,61,65,62,83,55,86,64,69,86,77,58,50,90,74,67,87,54,28,16,9,11,13,15,15,84,77,80,80,80,77,81,79,77,79,62,65,62,59,59,59,23
Giorgio Chiellini,65,46,60,58,85,83,63,33,77,65,45,57,60,31,66,55,66,65,53,78,57,78,90,63,91,49,87,87,28,50,50,83,84,88,84,3,3,2,4,3,60,55,54,54,54,55,58,60,64,60,75,78,75,78,84,78,14
Rodrigo Javier De Paul,78,77,83,82,75,81,78,76,58,85,71,82,84,76,85,85,80,76,78,81,80,80,68,91,80,78,76,79,78,86,66,81,71,81,75,13,12,10,7,14,79,81,81,81,81,81,84,84,84,84,82,83,82,81,78,81,21
Jude Bellingham,75,75,78,84,77,80,66,77,67,84,71,85,68,49,82,84,78,73,81,84,79,78,76,89,74,74,85,80,77,84,56,79,79,78,76,14,11,10,5,8,80,80,81,81,81,80,84,82,85,82,81,84,81,80,80,80,20
Federico Chiesa,91,81,76,86,48,73,75,80,50,78,80,89,78,62,72,82,91,91,88,86,81,86,53,85,70,84,69,30,84,77,62,81,65,44,44,6,7,8,9,7,83,84,83,83,83,84,85,86,79,86,71,67,71,67,60,67,19
Moussa Diaby,93,73,75,87,42,59,76,80,28,80,67,88,71,42,73,85,95,92,92,76,93,73,62,82,44,64,67,48,79,77,50,75,48,35,46,8,9,8,8,14,75,83,80,80,80,83,83,84,77,84,70,65,70,65,52,65,19
Jamie Tartt,83,87,80,85,29,74,74,86,72,83,83,88,77,90,77,85,81,85,81,81,77,90,66,78,79,85,58,27,84,81,89,84,22,28,17,5,12,6,12,14,86,83,84,84,84,83,86,85,79,85,61,59,61,56,49,56,20
Rafael da Conceição Leão,91,77,73,86,27,74,75,80,63,76,74,89,80,60,63,86,90,92,82,83,80,80,62,77,80,72,60,24,82,74,63,81,22,24,21,10,12,15,11,9,82,83,82,82,82,83,83,84,74,84,61,56,61,57,48,57,21
Jules Koundé,84,45,64,74,85,78,45,47,80,81,32,72,42,26,75,74,85,83,71,85,74,48,88,76,80,40,75,86,47,62,43,82,85,85,83,11,10,8,14,13,66,66,66,66,66,66,71,71,74,71,79,82,79,81,85,81,22
Youri Tielemans,56,80,86,81,70,73,82,74,67,89,79,81,84,78,88,85,58,54,67,84,77,87,68,85,69,87,69,71,80,87,77,85,69,73,68,6,8,10,14,12,79,79,80,80,80,79,84,82,86,82,78,81,78,76,74,76,20
Sandro Tonali,81,73,81,79,79,82,78,69,70,84,68,75,75,81,81,83,78,83,81,82,83,79,65,85,81,81,84,81,75,78,64,84,81,81,75,13,9,8,7,7,78,78,78,78,78,78,81,81,83,81,83,84,83,82,81,82,19
Luis Díaz,91,80,75,87,34,73,76,80,62,76,74,89,75,58,71,87,92,91,88,83,75,84,73,84,69,82,70,25,81,77,63,83,28,38,34,10,13,13,14,14,83,84,83,83,83,84,84,85,77,85,65,61,65,61,52,61,22
Éder Gabriel Militão,86,50,70,72,85,82,69,48,82,79,34,70,60,40,76,74,83,88,70,85,62,62,85,86,79,42,84,86,64,59,60,74,85,86,84,11,8,15,12,15,70,70,69,69,69,70,71,75,75,75,83,83,83,85,86,85,22
Federico Valverde,87,74,80,79,78,80,70,69,59,86,70,78,70,66,85,83,82,91,76,84,68,83,62,86,79,81,81,81,78,81,59,82,79,81,79,6,10,6,15,8,79,80,80,80,80,80,83,83,85,83,83,84,83,83,80,83,20
Leroy Sané,88,81,80,85,38,66,82,80,72,82,84,86,84,83,70,85,89,88,87,82,81,86,64,70,66,80,63,34,81,81,71,82,36,32,35,8,12,9,9,14,84,84,83,83,83,84,85,85,78,85,67,63,67,63,55,63,21
Reece James,81,70,82,82,80,82,88,66,71,82,62,83,82,76,78,81,79,83,75,81,88,83,75,83,85,69,74,78,77,80,52,82,81,83,79,8,12,7,13,11,79,79,79,79,79,79,81,83,82,83,84,82,84,83,82,83,20
Alessandro Bastoni,73,35,69,71,86,82,70,26,82,78,35,70,53,36,78,76,68,77,58,86,57,49,75,81,82,37,84,85,39,57,47,82,87,87,82,11,5,9,11,12,61,63,61,61,61,63,66,70,73,70,82,83,82,83,86,83,20
Kai Havertz,81,79,79,84,45,66,74,81,80,84,80,85,84,53,79,85,76,85,77,84,75,74,75,77,69,78,42,38,82,82,73,84,39,46,38,6,8,11,10,12,84,82,82,82,82,82,86,85,81,85,68,66,68,65,59,65,20
João Félix Sequeira,83,80,81,88,40,67,77,79,69,83,83,89,83,67,76,88,84,83,88,83,84,80,76,75,62,81,68,40,85,86,68,86,30,42,35,13,12,14,13,14,83,84,84,84,84,84,87,85,81,85,67,65,67,63,56,63,23
Achraf Hakimi,92,75,79,80,75,78,84,75,68,81,74,79,77,74,73,82,91,93,82,81,78,80,79,92,72,73,75,78,78,77,60,72,75,76,76,10,8,14,6,8,80,81,80,80,80,81,82,84,81,84,84,80,84,83,78,83,18
Alphonso Davies,94,66,77,85,76,77,85,64,72,82,59,87,72,44,67,84,96,93,86,84,84,74,78,81,75,63,77,78,77,77,60,78,76,77,71,11,11,6,5,14,80,82,80,80,80,82,83,85,81,85,84,81,84,84,80,84,21
Declan Rice,71,64,74,76,82,83,55,61,72,83,50,78,58,58,84,79,68,74,55,81,67,74,74,90,79,65,84,85,58,79,71,83,82,84,80,8,11,14,5,9,72,71,73,73,73,71,77,76,81,76,80,85,80,81,83,81,19
Mason Mount,74,81,85,82,55,67,83,81,59,87,75,82,82,84,84,85,76,72,77,84,76,81,54,86,58,83,68,59,82,83,69,84,55,57,41,11,12,13,8,12,81,82,82,82,82,82,86,85,85,85,74,74,74,71,64,71,22
Jadon Sancho,81,74,81,89,36,59,80,77,38,86,83,91,84,65,70,88,84,78,90,81,89,71,51,66,62,65,44,39,81,85,74,85,32,39,32,7,11,10,11,13,78,83,82,82,82,83,86,86,80,86,67,63,67,61,50,61,21
Fikayo Tomori,86,40,60,66,86,81,56,33,83,73,32,61,38,40,65,66,80,90,74,84,71,56,83,73,84,45,83,85,37,48,27,81,86,89,82,10,13,10,11,7,62,61,60,60,60,61,63,65,67,65,79,79,79,81,86,81,20
Franck Yannick Kessié,78,76,74,79,82,87,66,73,68,83,60,78,61,54,75,84,77,79,70,81,77,84,72,93,86,78,84,84,74,76,88,84,85,84,78,9,11,12,12,10,80,77,78,78,78,77,82,81,83,81,84,86,84,84,84,84,21
Mikel Oyarzabal Ugarte,79,83,80,83,41,62,81,85,60,82,74,84,77,78,73,85,80,78,79,80,80,80,72,79,57,81,52,29,85,82,84,83,55,32,30,10,6,10,13,11,81,83,82,82,82,83,84,84,78,84,65,62,65,61,52,61,20
Lorenzo Pellegrini,79,77,83,84,74,78,74,77,74,88,74,82,74,79,85,87,79,79,80,85,82,79,70,90,74,76,74,72,80,87,82,84,73,76,73,12,7,10,13,11,82,82,82,82,82,82,86,85,86,85,81,82,81,80,78,80,21
Wilfred Ndidi,66,62,68,73,85,83,53,50,70,78,68,72,60,60,75,77,64,68,63,87,66,80,89,89,78,69,88,88,64,62,57,80,86,88,84,13,14,7,7,13,71,68,70,70,70,68,72,72,78,72,81,84,81,81,85,81,22
Marcos Llorente Moreno,88,79,81,82,78,81,74,80,67,86,66,82,75,63,81,84,85,90,82,85,68,84,69,90,77,77,82,81,84,84,65,83,79,79,74,13,6,6,11,15,84,83,83,83,83,83,85,85,85,85,85,85,85,84,81,84,22
Martin Ødegaard,76,75,86,84,58,63,84,75,52,88,76,85,83,85,84,85,78,75,85,74,83,76,46,79,56,77,63,65,79,86,63,78,65,49,51,14,15,15,8,10,78,82,80,80,80,82,86,85,84,85,75,74,75,72,64,72,22
Dušan Vlahović,80,85,66,78,28,79,57,88,77,73,78,80,69,59,59,85,77,82,61,85,52,84,68,79,88,82,60,24,88,68,73,80,19,26,24,5,15,6,11,10,86,79,82,82,82,79,80,79,73,79,58,56,58,55,50,55,20
Diego Carlos Santos Silva,76,47,63,67,82,82,35,32,79,76,34,65,47,71,74,71,77,76,62,84,50,73,82,68,87,57,85,83,52,63,41,75,84,80,81,7,10,14,7,11,66,62,65,65,65,62,68,66,72,66,74,80,74,77,83,77,19
José Ángel Esmoris Tasende,78,71,82,84,76,70,88,70,65,81,63,84,83,76,81,84,85,72,85,82,85,80,72,85,60,69,77,80,79,79,55,81,77,74,80,13,6,13,13,13,78,81,79,79,79,81,82,84,82,84,83,81,83,82,77,82,21
Ousmane Dembélé,93,77,79,87,36,56,85,75,43,78,76,89,82,64,76,85,94,93,90,78,81,83,58,68,51,76,54,36,77,81,75,80,42,30,33,6,6,14,10,13,79,83,81,81,81,83,85,86,78,86,67,62,67,62,50,62,20
Marco Asensio Willemsen,82,80,81,83,43,62,81,78,57,81,79,83,84,76,82,87,83,81,80,78,76,86,58,75,63,85,45,45,80,80,62,82,40,42,39,13,9,6,12,10,81,82,81,81,81,82,84,84,81,84,69,66,69,65,55,65,21
Rúben Diogo da Silva Neves,58,74,86,77,76,73,80,65,53,88,82,75,85,81,88,82,63,54,68,80,72,85,66,79,67,82,83,80,62,87,76,86,77,79,76,16,12,10,8,10,72,74,75,75,75,74,80,78,84,78,80,83,80,78,77,78,21
Mikel Merino Zazón,73,78,81,82,82,81,77,79,86,84,58,83,80,69,82,85,73,73,75,84,72,84,81,84,79,78,81,84,78,81,60,80,80,84,76,9,12,9,13,14,83,80,81,81,81,80,83,83,85,83,83,85,83,83,84,83,22
Konrad Laimer,84,68,78,79,81,78,78,69,69,83,60,79,70,47,78,80,82,85,76,80,74,72,73,90,69,68,87,86,73,78,54,81,83,80,75,9,12,12,13,12,76,78,77,77,77,78,80,81,82,81,84,84,84,83,81,83,21
Presnel Kimpembe,80,43,68,69,83,86,59,33,80,80,33,63,50,32,75,78,79,80,68,80,59,70,79,79,88,37,90,84,47,64,52,79,81,86,84,7,8,14,15,9,66,64,64,64,64,64,69,71,75,71,81,84,81,83,86,83,21
Fabián Ruiz Peña,61,79,80,83,74,72,72,79,67,85,67,85,75,61,80,88,67,56,71,81,67,77,46,90,67,85,68,76,81,84,67,85,70,78,75,16,11,7,13,13,79,80,81,81,81,80,84,82,85,82,80,81,80,78,75,78,22
Ferland Mendy,92,64,77,78,78,84,78,63,72,82,50,77,72,45,79,76,91,92,81,82,79,69,79,90,83,64,82,79,80,75,49,78,77,81,80,7,16,9,10,9,77,78,77,77,77,78,80,82,81,82,84,82,84,83,82,83,20
Ronaldo Jailson Cabrais Petri,88,77,83,84,35,72,83,74,64,83,76,85,86,78,82,83,90,87,86,84,71,82,69,88,68,78,62,40,82,83,77,81,24,35,33,12,12,13,15,13,81,83,82,82,82,83,83,83,80,83,68,64,68,63,53,63,23
Gabriel Fernando de Jesus,84,82,74,86,40,74,74,83,78,78,78,87,76,54,66,85,87,82,91,85,87,84,79,82,69,77,75,32,86,77,75,78,45,30,28,13,8,6,6,15,85,83,83,83,83,83,84,84,77,84,65,62,65,61,56,61,20
Unai Simón Mendibil,82,79,77,85,49,85,16,14,18,41,17,12,20,14,37,16,48,50,37,77,47,58,66,44,76,13,29,26,14,48,24,46,11,18,12,82,79,77,85,85,35,28,31,31,31,28,35,34,37,34,33,36,33,32,33,32,85
Victor Osimhen,90,82,65,78,40,81,62,88,80,72,76,78,63,48,53,80,86,93,78,84,68,79,90,81,85,72,69,34,85,69,75,79,36,43,19,14,14,10,9,6,85,79,81,81,81,79,79,79,72,79,62,60,62,60,58,60,21
Pierre-Emile Højbjerg,55,73,77,77,80,82,68,68,65,83,64,78,70,74,81,80,56,54,65,84,67,85,65,87,79,80,87,82,68,73,56,84,83,84,72,9,7,12,11,11,75,73,74,74,74,73,77,76,82,76,79,84,79,78,81,78,20
Cristian Romero,73,46,57,65,85,82,42,48,83,74,52,59,54,38,64,68,75,72,67,82,68,51,85,74,82,36,90,82,43,41,40,80,86,86,85,5,7,11,10,14,65,59,60,60,60,59,63,64,67,64,77,80,77,79,86,79,20
Raphael Dias Belloli,91,79,77,85,50,73,79,77,45,76,72,87,81,79,74,84,90,91,88,83,79,83,74,86,65,79,76,55,82,77,78,80,47,54,38,8,7,13,8,14,79,83,82,82,82,83,83,84,79,84,72,69,72,68,60,68,20
Carlos Soler Barragán,80,77,83,80,71,72,77,78,56,85,66,80,80,85,84,81,78,82,76,83,73,77,58,84,71,76,65,74,78,85,86,76,67,79,68,6,14,7,13,11,78,80,80,80,80,80,83,83,84,83,80,80,80,78,74,78,21
Gregor Kobel,84,80,74,88,43,79,13,10,13,39,10,24,13,12,33,34,38,51,37,81,29,56,68,30,81,10,24,14,10,59,12,66,15,15,15,84,80,74,79,88,34,32,34,34,34,32,38,36,38,36,31,34,31,30,31,30,84
Pau Francisco Torres,73,38,67,70,84,81,55,28,85,80,41,64,45,28,76,79,70,76,68,80,52,58,80,80,82,40,79,83,42,67,42,73,84,85,83,11,13,13,13,9,62,63,63,63,63,63,68,69,74,69,79,83,79,81,85,81,21
Cody Gakpo,87,82,77,84,41,74,83,82,60,76,75,86,78,76,68,84,86,87,81,81,71,86,75,79,77,83,60,39,81,79,68,78,43,38,28,15,11,7,9,5,82,83,82,82,82,83,83,84,77,84,67,63,67,62,55,62,20
Ronald Araujo,77,51,65,61,83,83,58,56,85,76,38,55,47,45,66,66,68,84,56,81,55,61,87,74,86,35,84,81,56,59,43,76,82,84,84,11,14,9,11,8,68,63,64,64,64,63,65,67,69,67,77,79,77,80,84,80,21
Roy Kent,58,71,78,75,79,83,63,66,52,83,67,76,73,72,81,78,53,62,63,83,66,86,61,86,79,70,95,79,72,83,64,81,82,84,85,15,6,14,8,7,74,72,74,74,74,72,78,76,82,76,80,83,80,79,81,79,19
Duván Zapata,78,82,63,79,35,85,47,87,83,75,79,79,55,62,57,84,77,79,67,82,58,86,80,78,95,69,72,20,86,66,75,82,44,24,22,9,9,8,6,8,83,76,80,80,80,76,79,77,71,77,57,58,57,54,55,54,18
Ángel Correa,85,84,77,87,50,74,75,86,71,80,80,87,82,65,67,87,86,85,90,84,88,83,49,83,70,86,79,48,86,82,66,77,42,53,44,13,10,9,8,16,84,84,84,84,84,84,84,84,80,84,71,69,71,68,62,68,22
José María Giménez,71,46,57,60,85,83,47,37,82,70,33,54,36,44,67,66,70,71,52,78,56,73,90,70,86,48,88,84,25,46,38,75,87,85,85,9,11,7,10,15,60,55,56,56,56,55,58,60,65,60,75,78,75,78,85,78,20
Thomas Lemar,82,78,83,87,68,64,82,77,54,84,77,88,85,81,80,86,84,81,90,82,85,79,68,80,56,79,63,78,81,85,69,80,55,77,69,11,15,13,7,14,80,83,82,82,82,83,86,86,86,86,81,79,81,79,72,79,23
Gleison Bremer Silva Nascimento,78,50,56,65,84,79,46,49,86,69,38,62,42,24,69,65,77,78,66,79,66,68,82,70,82,36,82,84,58,45,43,74,83,85,83,13,15,13,5,6,67,61,63,63,63,61,63,65,67,65,75,78,75,78,84,78,20
Juan Cuadrado,90,75,78,87,76,72,84,70,68,81,70,90,82,69,73,85,91,89,93,82,81,84,80,78,66,80,78,73,75,72,65,74,75,80,82,5,5,13,6,9,81,83,81,81,81,83,83,83,82,83,83,81,83,83,79,83,18
Piotr Zieliński,81,77,81,86,70,62,73,75,52,85,75,87,80,65,81,87,83,79,85,81,79,79,52,79,57,83,56,75,80,84,58,75,69,72,71,12,9,12,11,6,80,82,82,82,82,82,83,83,83,83,81,79,81,79,71,79,20
Jesús Navas González,85,68,82,81,79,57,88,63,73,83,75,80,82,51,79,82,87,84,82,84,84,74,63,80,37,70,75,80,81,83,56,82,82,77,79,10,10,15,7,13,76,81,79,79,79,81,82,83,83,83,83,81,83,83,76,83,20
Gerard Piqué Bernabeu,56,61,71,68,83,76,57,65,83,80,57,63,58,43,82,80,48,62,56,80,34,62,73,61,83,51,79,83,66,72,69,86,82,84,82,10,11,14,15,8,72,67,69,69,69,67,73,71,78,71,76,83,76,78,83,78,22
Kasper Schmeichel,81,78,79,86,45,81,18,12,16,40,15,12,13,15,49,40,42,49,60,82,47,59,60,34,63,14,35,20,13,59,26,67,14,14,13,81,78,79,81,86,35,33,35,35,35,33,40,37,41,37,32,37,32,32,31,32,83
Jordan Henderson,66,74,83,78,78,81,82,73,64,85,71,78,80,74,87,83,66,66,66,85,67,77,78,86,78,75,83,81,78,80,64,80,77,81,76,7,13,7,9,13,79,78,78,78,78,78,82,82,83,82,83,83,83,82,81,82,22
Fernando Reges Mouta,65,62,76,73,83,81,62,54,74,86,56,71,65,53,80,78,62,67,70,82,62,76,76,81,81,68,84,84,62,79,54,78,83,84,82,7,5,9,3,5,71,70,72,72,72,70,76,74,81,74,80,83,80,80,83,80,16
Lukáš Hrádecký,84,77,69,87,40,82,11,11,11,30,9,10,11,15,33,20,38,44,43,83,39,52,69,34,55,14,31,18,9,53,20,48,10,10,13,84,77,69,82,87,30,26,29,29,29,26,33,31,34,31,29,31,29,28,28,28,83
David Josué Jiménez Silva,61,72,86,85,52,53,83,70,53,89,81,84,82,77,84,86,69,55,80,82,89,72,58,65,45,71,56,50,84,89,75,90,58,53,29,6,15,7,6,12,76,80,79,79,79,80,83,83,83,83,69,70,69,64,58,64,21
Oliver Baumann,83,82,79,84,49,79,14,11,16,30,11,19,12,11,25,17,47,51,45,82,43,59,73,39,69,13,32,21,10,41,22,52,15,18,14,83,82,79,79,84,32,28,30,30,30,28,31,31,32,31,31,32,31,30,32,30,83
Antoine Griezmann,80,82,83,85,52,72,83,82,83,81,85,84,86,85,80,85,79,80,90,85,83,82,88,85,64,81,73,49,88,85,79,89,43,54,50,14,8,14,13,14,83,83,83,83,83,83,83,83,83,83,73,71,73,71,65,71,23
Luis Alberto Romero Alconchel,54,75,86,83,57,57,69,75,49,91,76,82,86,79,89,90,55,54,68,75,83,78,53,68,64,75,29,59,76,92,56,80,58,58,52,6,8,6,12,11,75,77,79,79,79,77,83,80,83,80,70,73,70,66,61,66,18
Roberto Firmino Barbosa de Oliveira,74,76,79,87,59,78,73,76,78,84,79,87,81,65,76,88,75,74,84,85,86,77,81,87,74,76,75,58,82,83,72,88,55,64,42,8,11,9,6,10,83,82,82,82,82,82,83,83,83,83,74,75,74,72,70,72,20
John Stones,72,51,71,75,84,77,62,52,84,83,44,72,52,37,75,83,68,76,66,82,59,55,83,73,78,44,80,83,52,67,52,80,84,85,82,7,15,11,10,8,69,69,69,69,69,69,73,73,76,73,80,83,80,81,84,81,20
Hakim Ziyech,76,77,87,83,50,65,88,73,52,86,74,83,90,78,89,84,78,74,83,83,78,83,33,78,58,80,73,51,81,88,67,79,44,57,41,11,7,11,8,14,79,82,81,81,81,82,83,83,83,83,72,72,72,69,60,69,21
Jorge Resurrección,70,72,84,79,78,79,85,69,61,86,56,77,84,77,84,81,72,69,72,84,81,81,59,91,75,75,78,82,76,83,67,85,81,82,70,14,12,5,10,13,77,78,78,78,78,78,82,83,83,83,83,83,83,82,80,82,23
Ricardo Barbosa Pereira,79,67,79,81,80,73,82,66,68,82,59,81,78,52,77,83,83,76,76,82,79,74,75,76,69,64,79,79,77,77,61,81,81,84,83,16,12,15,11,11,77,78,78,78,78,78,81,82,82,82,83,83,83,83,82,83,23
James Maddison,73,78,84,85,54,62,81,76,35,84,73,85,86,84,83,86,77,69,84,78,83,83,51,76,53,80,68,44,81,85,74,84,59,65,42,11,14,14,12,14,76,81,80,80,80,81,84,83,82,83,71,71,71,67,59,67,22
Gerónimo Rulli,82,79,80,83,54,81,12,15,12,36,16,14,19,20,30,15,56,52,58,79,50,60,65,42,73,17,26,21,12,62,24,61,15,13,17,82,79,80,81,83,34,30,32,32,32,30,37,35,36,35,32,34,32,32,31,32,82
Andrej Kramarić,71,80,79,85,30,72,76,79,69,84,79,85,79,78,66,85,75,67,84,84,86,82,72,76,69,80,73,21,82,82,89,81,35,20,26,8,14,14,7,15,82,81,81,81,81,81,82,82,77,82,61,60,61,57,51,57,22
Rafael A. Ferreira Silva,91,73,75,86,50,52,78,74,46,77,68,86,78,56,62,85,92,91,90,83,89,75,64,77,40,71,47,58,80,81,59,81,52,47,39,9,11,11,12,8,77,82,81,81,81,82,82,82,77,82,71,65,71,68,56,68,20
Giovanni Di Lorenzo,85,66,73,77,78,80,78,64,71,77,60,76,69,69,71,77,85,85,78,80,78,72,83,90,76,69,75,79,70,66,59,77,80,80,75,8,10,8,10,7,75,75,74,74,74,75,76,78,77,78,82,80,82,82,80,82,19
David Soria Solís,82,81,73,83,43,81,15,19,24,24,19,16,23,11,33,19,49,34,49,80,42,55,61,43,75,18,24,18,12,45,23,58,22,13,13,82,81,73,81,83,34,28,30,30,30,28,32,31,32,31,29,31,29,29,31,29,82
Manuel Locatelli,63,72,79,78,79,79,70,69,68,85,64,78,68,64,83,82,62,63,69,83,60,77,65,90,78,80,72,79,73,82,60,77,80,82,75,11,12,11,10,15,76,76,77,77,77,76,80,79,84,79,80,83,80,79,79,79,22
Robin Gosens,82,75,74,79,77,80,82,79,82,80,71,80,69,58,77,81,79,84,71,84,66,76,90,86,76,68,80,77,86,60,55,77,75,78,79,7,16,15,16,10,82,79,79,79,79,79,80,82,80,82,82,81,82,82,82,82,23
Gonçalo Manuel Ganchinho Guedes,86,83,74,83,38,70,81,82,75,70,75,84,76,70,69,82,85,87,84,81,75,87,63,72,72,88,64,50,79,76,69,78,24,34,30,9,12,11,9,9,83,81,81,81,81,81,81,82,75,82,65,61,65,61,54,61,20
Jonathan Tah,67,37,59,61,83,85,35,32,83,78,33,60,37,27,68,66,59,73,48,77,40,60,70,78,92,26,79,81,33,56,38,74,83,84,81,11,8,7,9,14,59,55,57,57,57,55,61,61,68,61,74,79,74,76,84,76,20
Andreas Christensen,68,32,66,70,84,74,51,36,80,80,25,67,41,39,73,76,59,76,61,84,60,37,79,68,77,20,75,85,32,62,36,79,85,84,83,10,12,8,6,8,58,61,60,60,60,61,65,67,71,67,77,81,77,79,84,79,19
Emre Can,79,78,77,80,82,87,64,75,82,83,71,83,77,64,83,79,67,89,72,82,75,85,87,88,86,81,88,84,75,79,68,80,79,84,85,14,8,8,13,11,82,78,80,80,80,78,82,82,82,82,82,82,82,82,82,82,22
Anderson Souza Conceição,80,82,78,83,52,75,74,81,77,80,76,83,84,85,78,84,84,76,87,79,75,84,66,82,76,86,67,52,83,77,75,77,45,55,42,13,11,13,12,10,82,81,82,82,82,81,82,82,80,82,70,69,70,67,63,67,21
Julian Brandt,67,78,82,85,48,65,79,78,52,85,79,86,77,65,81,86,66,67,84,82,83,81,62,80,68,79,39,58,80,84,54,83,44,45,48,11,16,11,8,9,80,81,81,81,81,81,85,84,83,84,71,70,71,67,59,67,22
Timo Werner,90,80,69,82,35,69,69,78,75,78,82,82,70,58,55,83,93,88,79,85,76,85,75,81,64,77,63,37,87,68,78,79,39,20,19,9,9,8,15,9,84,81,82,82,82,81,82,83,74,83,64,59,64,60,52,60,22
José Luís Gayà Peña,83,61,76,80,78,73,79,61,58,79,58,79,80,49,75,80,81,85,82,83,80,62,53,87,67,59,76,80,75,75,52,76,79,81,82,13,10,9,12,9,74,77,75,75,75,77,79,81,81,81,83,82,83,83,79,83,22
